SPARKH,4,NYU LANGONE MEDICAL CENTER,20190415-113500,Sample 123-456-7890,NYU LANGONE MEDICAL CENTER,2,20190415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detail Record ID ,Employer Name ,Employer EIN ,Employer Plan ID  ,Employer Sub Plan ID ,Originating Vendor Plan ID,Originating Vendor Sub Plan ID ,Recipient Vendor Plan ID ,Recipient Vendor Sub Plan ID ,Type of Account ,Payroll Frequency ,Employee SSN,Employee ID,,FIRST NAME,MIDDLE NAME,LAST NAME,street,Apt/Suit,,state,short form,zipcode,Country,Residency Code ,Employee DOB ,Gender ID,Marital Status ,Phone Number 1 ,Phone Number type,Phone Number 1 ,Phone Number type,Phone Number 1 ,Phone Number type,Business Email Address ,Personal Email Address  ,Payroll Date,Contribution Source Code 1 ,Contribution Source Amount 1,Contribution Source Code 2,Contribution Source Amount 2,Contribution Source Code 3,Contribution Source Amount 3,Contribution Source Code 4,Contribution Source Amount 4,Contribution Source Code 5,Contribution Source Amount 5,Contribution Source Code 6,Contribution Source Amount 6,Contribution Source Code 7,Contribution Source Amount 7,Contribution Source Code 8,Contribution Source Amount 8,Final Contribution Indicator ,Loan Number 1 ,Loan Repayment Amount 1 ,Loan Number 2 ,Loan Repayment Amount 2 ,Loan Number 3 ,Loan Repayment Amount 3 ,Loan Number 4 ,Loan Repayment Amount 4 ,Loan Number 5 ,Loan Repayment Amount 5 ,HR Area,HR Sub Area ,Original Date of Hire ,Adjusted Date of Hire ,Employment Status ,Employment Sub Type,Employment Status Date ,Employee Type ,Payroll Mode ,Years of Service ,Months of Service ,Annual Salary ,Cash Bonus Amount ,Per Pay Compensation ,Per Pay Hours Worked ,Year to Date Type ,Year to Date Base Compensation,Year to Date Total Compensation,Year to Date Hours Worked,HCE Flag ,Key Employee Flag ,Union Employee Flag ,Employee Plan Status ,Plan Entry Date ,Vested Date ,Alternate Vesting Start Date ,Vesting Source Code 1 ,Vesting Percentage 1 ,Vesting Source Code 1 ,Vesting Percentage 1 ,Vesting Source Code 1 ,Vesting Percentage 1 ,"Contribution Source Code
1 ",Deferral Percentage Ð CS1,Per Pay Deferral Amount Ð CS1,"Contribution Source Code
1 ",Deferral Percentage Ð CS1,Per Pay Deferral Amount Ð CS1,"Contribution Source Code
1 ",Deferral Percentage Ð CS1,Per Pay Deferral Amount Ð CS1,Plan Annual Salary,Employer Contribution Eligibility Source 1,Employer Contribution Eligibility Date 1,Employer Contribution Eligibility Source 1,Employer Contribution Eligibility Date 1,Automatic Deferral Increase Type,Automatic Deferral Increase Election Date,Automatic Deferral Increase Next Increase Date,Automatic Deferral Increase End Date,Automatic Deferral Increase Frequency,Automatic Deferral Increase Amount,Automatic Deferral Increase Amount Maximum,Automatic Deferral Increase Percentage,Automatic Deferral Increase Percentage Maximum
D,NYU Hospitals Center,13-3971298,407140,GA1,407140,GA1,407140,GA1,1,12,100000046,100000046,,Joshua,,Williams,Unit 7075,Box 4846, ,DPO,AP,64093,US,U,19930625,F,S, , , , , , ,Joshua.Williams@example.org,,20190415,I,1672.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160829,20160829,R,,20160829,T,12,3,,139105.14,,11592.1,,P,,,,Y,,,E,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,,
D,NYU Hospitals Center,13-3971298,403401,GS1,403401,GS1,403401,GS1,1,12,100000047,100000047,,Adam,,Brennan,53458 Martin Fort,Suite 061, ,West Loganburgh,LA,38034,US,U,19900117,F,S, , , , , , ,Adam.Brennan@example.org,,20190415,H,4075.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180813,20180813,R,,20180813,L,12,1,,99144.77,,8262.06,,F,,,,Y,,,E,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,2,,,,
D,NYU Langone Health System,47-2613531,407140,GA1,407140,GA1,407140,GA1,1,12,100000048,100000048,,Austin,,Turner,6799 Johnny Grove,Apt. 289, ,Edwardsview,CT,79938,US,U,19991113,M,S, , , , , , ,Austin.Turner@example.org,,20190415,H,2129.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180303,20180303,L,R,20180303,P,12,1,,65203.76,,5433.65,,F,,,,Y,,,X,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,2,,,,
D,NYU School of Medicine,13-5562309,407141,GA1,407141,GA1,407141,GA1,1,12,100000049,100000049,,Thomas,,Smith,17635 Williams Vista,Apt. 290, ,East Jeffreyborough,MI,85308,US,U,19940725,F,Q, , , , , , ,Thomas.Smith@example.org,,20190415,E,1012.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131123,20131123,P,,20131123,F,12,6,,52976.68,,4414.72,,C,,,,N,,,E,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,4,,,,
D,NYU Langone Health System,47-2613531,151576,GA1,151576,GA1,151576,GA1,1,12,100000050,100000050,,Jose,,House,4129 Patel Stream,Apt. 932, ,Port Vernon,CO,50630,US,U,19980611,F,P, , , , , , ,Jose.House@example.org,,20190415,C,2690.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,20161115,20161115,D,V,20161115,L,12,3,,61681.32,,5140.11,,F,,,,N,,,A,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,,
D,NYU Hospitals Center,13-3971298,151562,GS1,151562,GS1,151562,GS1,1,12,100000051,100000051,,Terry,,Thomas,3185 Alexandria Road,Apt. 336, ,Alexanderland,LA,99483,US,U,19920830,F,Q, , , , , , ,Terry.Thomas@example.org,,20190415,B,1589.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160913,20160913,R,A,20160913,L,12,3,,68727.71,,5727.31,,C,,,,N,,,X,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,4,,,,
D,NYU Langone Health System,47-2613531,407140,GS1,407140,GS1,407140,GS1,1,12,100000052,100000052,,Patrick,,Harris,505 Watson Brook, , ,New Royland,ND,88037,US,U,19980619,F,Q, , , , , , ,Patrick.Harris@example.org,,20190415,I,2356.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,20181126,20181126,D,I,20181126,T,12,1,,133457.4,,11121.45,,C,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,2,,,,
D,NYU Hospitals Center,13-3971298,151576,GS1,151576,GS1,151576,GS1,1,12,100000053,100000053,,Luis,,Mejia,0412 Brian Forest,Apt. 980, ,South Steven,NE,71531,US,U,19950923,M,M, , , , , , ,Luis.Mejia@example.org,,20190415,A,580.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170310,20170310,L,I,20170310,P,12,2,,63178.4,,5264.87,,F,,,,Y,,,N,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,2,,,,
D,NYU School of Medicine,13-5562309,403400,GS1,403400,GS1,403400,GS1,1,12,100000054,100000054,,Marie,,Miller,5005 Joel Underpass,Suite 307, ,Brentport,MA,93363,US,U,19910115,M,P, , , , , , ,Marie.Miller@example.org,,20190415,4,8368.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180415,20180415,P,R,20180415,T,12,1,,116042.28,,9670.19,,F,,,,N,,,A,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,4,,,,
D,NYU School of Medicine,13-5562309,403400,GA1,403400,GA1,403400,GA1,1,12,100000055,100000055,,Jennifer,,Gonzalez,8023 Cortez Spring,Apt. 040, ,Lake Dawnfurt,AL,93427,US,U,19980825,M,M, , , , , , ,Jennifer.Gonzalez@example.org,,20190415,Q,161.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160926,20160926,L,E,20160926,T,12,3,,56248.09,,4687.34,,C,,,,N,,,X,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,4,,,,
D,NYU School of Medicine,13-5562309,403401,GA1,403401,GA1,403401,GA1,1,12,100000056,100000056,,Heidi,,Thompson,USNV Stevens, , ,FPO,AA,18558,US,U,19990604,M,S, , , , , , ,Heidi.Thompson@example.org,,20190415,H,1674.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180825,20180825,L,,20180825,T,12,1,,58005.07,,4833.76,,C,,,,Y,,,X,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,4,,,,
D,NYU Hospitals Center,13-3971298,407140,GS1,407140,GS1,407140,GS1,1,12,100000057,100000057,,Crystal,,Garcia,PSC 3935,Box 3189, ,APO,AE,54841,US,U,19920206,F,Q, , , , , , ,Crystal.Garcia@example.org,,20190415,K,2403.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170110,20170110,D,M,20170110,F,12,2,,102158.81,,8513.23,,F,,,,Y,,,A,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,2,,,,
D,NYU School of Medicine,13-5562309,151579,GS1,151579,GS1,151579,GS1,1,12,100000058,100000058,,Emily,,Klein,815 Julia Greens,Suite 124, ,East Elizabethhaven,CO,53503,US,U,19950911,M,M, , , , , , ,Emily.Klein@example.org,,20190415,C,5598.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160206,20160206,P,R,20160206,T,12,3,,95998.47,,7999.87,,P,,,,Y,,,P,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,4,,,,
D,NYU School of Medicine,13-5562309,407141,GS1,407141,GS1,407141,GS1,1,12,100000059,100000059,,Tiffany,,Davis,2731 Mitchell Gardens, , ,Elizabethberg,NY,10411,US,U,19910503,M,P, , , , , , ,Tiffany.Davis@example.org,,20190415,2,3790.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100222,20100222,D,,20100222,T,12,9,,90572.96,,7547.75,,P,,,,N,,,P,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,1,,,,
D,NYU Hospitals Center,13-3971298,151579,GA1,151579,GA1,151579,GA1,1,12,100000060,100000060,,Richard,,Taylor,2173 Reid Expressway,Suite 067, ,Longborough,MN,715,US,U,19941106,F,Q, , , , , , ,Richard.Taylor@example.org,,20190415,H,3717.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130418,20130418,L,P,20130418,T,12,6,,114084.26,,9507.02,,F,,,,Y,,,P,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,2,,,,
D,NYU Langone Health System,47-2613531,403400,GS1,403400,GS1,403400,GS1,1,12,100000061,100000061,,Zachary,,Castro,981 Michelle Lock, , ,Davidhaven,CA,49282,US,U,19931214,M,Q, , , , , , ,Zachary.Castro@example.org,,20190415,C,7097.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,20110904,20110904,R,,20110904,F,12,8,,114439.26,,9536.6,,F,,,,N,,,X,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,2,,,,
D,NYU Langone Health System,47-2613531,407141,GS1,407141,GS1,407141,GS1,1,12,100000062,100000062,,Erika,,Lewis,1397 Natalie Estate, , ,Conleyfurt,NJ,67336,US,U,19960325,M,M, , , , , , ,Erika.Lewis@example.org,,20190415,K,6368.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170513,20170513,L,R,20170513,T,12,2,,89236.42,,7436.37,,P,,,,N,,,A,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,4,,,,
D,NYU Hospitals Center,13-3971298,403401,GS1,403401,GS1,403401,GS1,1,12,100000063,100000063,,John,,Johnson,5455 Justin Loaf,Suite 166, ,Mendezbury,NC,27641,US,U,19900619,F,S, , , , , , ,John.Johnson@example.org,,20190415,C,2754.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140914,20140914,D,V,20140914,P,12,5,,105022.58,,8751.88,,C,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,4,,,,
D,NYU Langone Health System,47-2613531,151579,GS1,151579,GS1,151579,GS1,1,12,100000064,100000064,,Richard,,Mercado,Unit 0835,Box 8668, ,DPO,AE,31052,US,U,19900728,M,P, , , , , , ,Richard.Mercado@example.org,,20190415,C,2589.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120103,20120103,D,A,20120103,P,12,7,,139739.71,,11644.98,,P,,,,N,,,P,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,1,,,,
D,NYU Hospitals Center,13-3971298,407140,GA1,407140,GA1,407140,GA1,1,12,100000065,100000065,,Michele,,Paul,332 Willie Burg, , ,North Richardhaven,AZ,40365,US,U,19990617,M,P, , , , , , ,Michele.Paul@example.org,,20190415,Q,2940.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,20171229,20171229,R,,20171229,L,12,2,,115896.54,,9658.05,,F,,,,N,,,A,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,4,,,,
D,NYU Hospitals Center,13-3971298,407141,GA1,407141,GA1,407141,GA1,1,12,100000066,100000066,,Emily,,Barrett,3752 Madden Cliff, , ,Kevinstad,VT,47004,US,U,19930609,M,Q, , , , , , ,Emily.Barrett@example.org,,20190415,A,596.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130311,20130311,P,,20130311,T,12,6,,121122.47,,10093.54,,F,,,,Y,,,D,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,4,,,,
D,NYU School of Medicine,13-5562309,407140,GS1,407140,GS1,407140,GS1,1,12,100000067,100000067,,Rebecca,,Cooper,80925 Jonathan Viaduct,Suite 560, ,Port Kenneth,CT,75106,US,U,19900713,M,P, , , , , , ,Rebecca.Cooper@example.org,,20190415,E,5738.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,20110609,20110609,P,R,20110609,F,12,8,,84903.52,,7075.29,,C,,,,Y,,,N,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,1,,,,
D,NYU Langone Health System,47-2613531,403401,GA1,403401,GA1,403401,GA1,1,12,100000068,100000068,,Mark,,Benitez,73301 Rachel Harbor, , ,Port Erica,VT,34089,US,U,19910429,F,M, , , , , , ,Mark.Benitez@example.org,,20190415,2,8345.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,20090427,20090427,P,I,20090427,T,12,10,,117221.58,,9768.47,,C,,,,Y,,,P,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,1,,,,
D,NYU Langone Health System,47-2613531,151576,GA1,151576,GA1,151576,GA1,1,12,100000069,100000069,,Megan,,Stevens,405 Ashley Isle, , ,New Josephtown,WA,91065,US,U,19980417,M,Q, , , , , , ,Megan.Stevens@example.org,,20190415,A,501.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160919,20160919,P,U,20160919,F,12,3,,59116.37,,4926.36,,C,,,,N,,,P,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,1,,,,
D,NYU School of Medicine,13-5562309,403400,GS1,403400,GS1,403400,GS1,1,12,100000070,100000070,,Kathy,,Diaz,PSC 9013,Box 2307, ,APO,AE,53963,US,U,19900226,M,Q, , , , , , ,Kathy.Diaz@example.org,,20190415,Q,994.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130126,20130126,E,,20130126,P,12,6,,75427.37,,6285.61,,P,,,,N,,,E,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,1,,,,
D,NYU Langone Health System,47-2613531,151579,GA1,151579,GA1,151579,GA1,1,12,100000071,100000071,,Robert,,Chung,901 Rachael Forest,Apt. 033, ,Lawsonchester,IL,81723,US,U,19991226,M,S, , , , , , ,Robert.Chung@example.org,,20190415,Q,3585.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180614,20180614,D,V,20180614,P,12,1,,123136.4,,10261.37,,C,,,,N,,,P,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,1,,,,
D,NYU Langone Health System,47-2613531,151562,GA1,151562,GA1,151562,GA1,1,12,100000072,100000072,,Nathaniel,,Thomas,70601 Anthony Ports, , ,North Natalie,TX,65096,US,U,19960829,M,M, , , , , , ,Nathaniel.Thomas@example.org,,20190415,E,3741.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170905,20170905,T,E,20170905,F,12,2,,104717.2,,8726.43,,F,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,4,,,,
D,NYU School of Medicine,13-5562309,151579,GA1,151579,GA1,151579,GA1,1,12,100000073,100000073,,James,,Tyler,4131 Glenn Fort,Apt. 161, ,Robertchester,AR,51276,US,U,19940523,F,Q, , , , , , ,James.Tyler@example.org,,20190415,2,1160.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170202,20170202,E,,20170202,P,12,2,,86737.19,,7228.1,,F,,,,N,,,P,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,,
D,NYU School of Medicine,13-5562309,407141,GS1,407141,GS1,407141,GS1,1,12,100000074,100000074,,Nicholas,,Strickland,784 Kevin Lock,Apt. 119, ,Wuland,NV,30149,US,U,19921111,F,P, , , , , , ,Nicholas.Strickland@example.org,,20190415,2,5439.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120129,20120129,P,U,20120129,P,12,7,,123866.69,,10322.22,,F,,,,N,,,A,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,,
D,NYU School of Medicine,13-5562309,151576,GA1,151576,GA1,151576,GA1,1,12,100000075,100000075,,Tricia,,Green,495 Diane Brook,Suite 320, ,South Theresa,NY,14301,US,U,19990904,M,P, , , , , , ,Tricia.Green@example.org,,20190415,B,3693.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,20181208,20181208,L,,20181208,T,12,1,,54026.61,,4502.22,,C,,,,N,,,E,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,1,,,,
D,NYU Langone Health System,47-2613531,407141,GA1,407141,GA1,407141,GA1,1,12,100000076,100000076,,Steven,,Johnson,486 Riley Estate,Apt. 612, ,Candicemouth,VA,71623,US,U,19900813,M,P, , , , , , ,Steven.Johnson@example.org,,20190415,H,10817.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,20121122,20121122,T,,20121122,F,12,7,,131529.72,,10960.81,,C,,,,Y,,,X,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,1,,,,
D,NYU Hospitals Center,13-3971298,151562,GS1,151562,GS1,151562,GS1,1,12,100000077,100000077,,Danielle,,Henderson,67147 Ryan Well, , ,Clarkton,OH,35910,US,U,19980104,F,Q, , , , , , ,Danielle.Henderson@example.org,,20190415,H,3643.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,20161214,20161214,R,,20161214,F,12,3,,102748.63,,8562.39,,F,,,,N,,,X,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,4,,,,
D,NYU School of Medicine,13-5562309,151579,GA1,151579,GA1,151579,GA1,1,12,100000078,100000078,,Philip,,Richardson,338 John Ford, , ,New Jamesborough,MD,93492,US,U,19970928,F,S, , , , , , ,Philip.Richardson@example.org,,20190415,A,132.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160527,20160527,P,O,20160527,P,12,3,,136278.94,,11356.58,,C,,,,N,,,E,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,4,,,,
D,NYU School of Medicine,13-5562309,151579,GA1,151579,GA1,151579,GA1,1,12,100000079,100000079,,Elizabeth,,Chang,949 Brandi Haven,Suite 617, ,Jennifershire,MT,55572,US,U,19970917,F,P, , , , , , ,Elizabeth.Chang@example.org,,20190415,4,1093.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,20151002,20151002,P,V,20151002,T,12,4,,86801.32,,7233.44,,P,,,,N,,,E,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,1,,,,
D,NYU Hospitals Center,13-3971298,407140,GS1,407140,GS1,407140,GS1,1,12,100000080,100000080,Mrs.,Dawn,,Ortiz,8918 Fisher Meadow, , ,Javierchester,TX,5203,US,U,19980228,M,P, , , , , , ,Dawn.Ortiz@example.org,,20190415,G,3491.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180112,20180112,E,,20180112,L,12,1,,107342.13,,8945.18,,F,,,,Y,,,P,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,1,,,,
D,NYU Hospitals Center,13-3971298,403400,GA1,403400,GA1,403400,GA1,1,12,100000081,100000081,,Lori,,Brennan,215 Zachary Crest, , ,Port Joan,UT,3638,US,U,19981209,F,S, , , , , , ,Lori.Brennan@example.org,,20190415,A,10723.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170926,20170926,R,V,20170926,L,12,2,,134452.82,,11204.4,,P,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,4,,,,
D,NYU Hospitals Center,13-3971298,407140,GA1,407140,GA1,407140,GA1,1,12,100000082,100000082,,Daniel,,Patterson,90950 Morris Squares,Suite 398, ,Nathanburgh,WI,97722,US,U,19930126,M,Q, , , , , , ,Daniel.Patterson@example.org,,20190415,2,299.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120329,20120329,T,R,20120329,F,12,7,,89241.64,,7436.8,,F,,,,Y,,,E,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,2,,,,
D,NYU School of Medicine,13-5562309,403400,GS1,403400,GS1,403400,GS1,1,12,100000083,100000083,,Dominic,,Olson,0376 Phillips Landing,Apt. 933, ,Lynntown,OR,93669,US,U,19970530,M,M, , , , , , ,Dominic.Olson@example.org,,20190415,K,3262.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160623,20160623,R,F,20160623,T,12,3,,132661.57,,11055.13,,C,,,,N,,,D,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,1,,,,
D,NYU School of Medicine,13-5562309,403400,GA1,403400,GA1,403400,GA1,1,12,100000084,100000084,,Donna,,Sullivan,412 Bryant Villages,Suite 984, ,Francoshire,UT,13802,US,U,19960409,F,Q, , , , , , ,Donna.Sullivan@example.org,,20190415,I,6915.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170127,20170127,E,,20170127,P,12,2,,105618.09,,8801.51,,P,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,2,,,,
D,NYU Langone Health System,47-2613531,403401,GS1,403401,GS1,403401,GS1,1,12,100000085,100000085,,Ian,,Hicks,824 Kaitlyn Isle,Apt. 956, ,West Laurie,FL,62476,US,U,19980902,M,P, , , , , , ,Ian.Hicks@example.org,,20190415,A,4857.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170104,20170104,R,,20170104,T,12,2,,131212.02,,10934.33,,P,,,,N,,,X,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,2,,,,
D,NYU Hospitals Center,13-3971298,407140,GS1,407140,GS1,407140,GS1,1,12,100000086,100000086,,Lynn,,Greene,25074 Christopher Islands, , ,Port Stephaniefurt,OR,41965,US,U,19931201,M,Q, , , , , , ,Lynn.Greene@example.org,,20190415,K,3788.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,20111011,20111011,D,E,20111011,F,12,8,,59400.71,,4950.06,,F,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,1,,,,
D,NYU School of Medicine,13-5562309,403400,GA1,403400,GA1,403400,GA1,1,12,100000087,100000087,,Matthew,,Dunn,73098 Perry Expressway,Suite 058, ,Lake Kayla,IL,98839,US,U,19980717,M,P, , , , , , ,Matthew.Dunn@example.org,,20190415,C,3238.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,20171004,20171004,T,E,20171004,L,12,2,,118944,,9912,,C,,,,Y,,,X,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,,
D,NYU Langone Health System,47-2613531,151562,GA1,151562,GA1,151562,GA1,1,12,100000088,100000088,,Debra,,Bennett,073 Nelson Estates,Suite 501, ,New Lisa,TX,48584,US,U,19950220,F,Q, , , , , , ,Debra.Bennett@example.org,,20190415,I,5163.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180907,20180907,R,I,20180907,F,12,1,,77652.52,,6471.04,,F,,,,Y,,,P,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,1,,,,
D,NYU Hospitals Center,13-3971298,407141,GA1,407141,GA1,407141,GA1,1,12,100000089,100000089,,Erik,,Johnson,USNS Patel, , ,FPO,AP,77006,US,U,19990617,F,M, , , , , , ,Erik.Johnson@example.org,,20190415,E,3199.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170603,20170603,E,I,20170603,P,12,2,,98661.43,,8221.79,,C,,,,Y,,,P,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,1,,,,
D,NYU Hospitals Center,13-3971298,151562,GS1,151562,GS1,151562,GS1,1,12,100000090,100000090,,Lisa,,Moreno,7173 Glenn Trail,Suite 492, ,Jenkinsstad,ND,38215,US,U,19990820,F,M, , , , , , ,Lisa.Moreno@example.org,,20190415,E,1186.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170928,20170928,E,,20170928,P,12,2,,76259.6,,6354.97,,F,,,,Y,,,D,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,4,,,,
D,NYU Hospitals Center,13-3971298,151579,GS1,151579,GS1,151579,GS1,1,12,100000091,100000091,,Ricky,,Lane,67146 David Crescent,Apt. 249, ,Martinview,DE,57176,US,U,19990425,F,P, , , , , , ,Ricky.Lane@example.org,,20190415,C,609.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,20171024,20171024,D,,20171024,F,12,2,,132666.15,,11055.51,,P,,,,Y,,,X,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,4,,,,
D,NYU Langone Health System,47-2613531,151576,GS1,151576,GS1,151576,GS1,1,12,100000092,100000092,,Jeremy,,Byrd,63086 Logan Freeway, , ,Thomasville,HI,77246,US,U,19920513,F,P, , , , , , ,Jeremy.Byrd@example.org,,20190415,Q,353.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100616,20100616,R,,20100616,F,12,9,,54750.58,,4562.55,,C,,,,Y,,,A,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,1,,,,
D,NYU Hospitals Center,13-3971298,407141,GA1,407141,GA1,407141,GA1,1,12,100000093,100000093,,Angela,,Nelson,84862 Nancy Crest, , ,South Coryland,FL,98756,US,U,19990409,F,Q, , , , , , ,Angela.Nelson@example.org,,20190415,E,780.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,20171029,20171029,R,,20171029,L,12,2,,74891.34,,6240.94,,P,,,,N,,,E,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,4,,,,
D,NYU School of Medicine,13-5562309,407141,GS1,407141,GS1,407141,GS1,1,12,100000094,100000094,,Gail,,Rodriguez,9918 Goodman Spur,Suite 671, ,Williamsport,NJ,3772,US,U,19910725,F,S, , , , , , ,Gail.Rodriguez@example.org,,20190415,E,2489.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,20110914,20110914,R,,20110914,T,12,8,,112479.51,,9373.29,,F,,,,N,,,D,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,2,,,,
D,NYU School of Medicine,13-5562309,403401,GS1,403401,GS1,403401,GS1,1,12,100000095,100000095,,Robert,,Hernandez,PSC 6697,Box 3518, ,APO,AE,22075,US,U,19931017,M,M, , , , , , ,Robert.Hernandez@example.org,,20190415,A,125.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,20111223,20111223,R,,20111223,T,12,8,,118423.29,,9868.61,,P,,,,Y,,,D,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,4,,,,
