SPARKH,4,NYU LANGONE MEDICAL CENTER,20190415-113500,Sample 123-456-7890,NYU LANGONE MEDICAL CENTER,2,20190415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detail Record ID ,Employer Name ,Employer EIN ,Employer Plan ID  ,Employer Sub Plan ID ,Originating Vendor Plan ID,Originating Vendor Sub Plan ID ,Recipient Vendor Plan ID ,Recipient Vendor Sub Plan ID ,Type of Account ,Payroll Frequency ,Employee SSN,Employee ID,,FIRST NAME,MIDDLE NAME,LAST NAME,street,Apt/Suit,,City,State,zipcode,Country,Residency Code ,Employee DOB ,Gender ID,Marital Status ,Phone Number 1 ,Phone Number type 1,Phone Extension 1,Phone Number type 2,Phone Number 2,Phone Extension 2,Business Email Address ,Personal Email Address  ,Payroll Date,Contribution Source Code 1 ,Contribution Source Amount 1,Contribution Source Code 2,Contribution Source Amount 2,Contribution Source Code 3,Contribution Source Amount 3,Contribution Source Code 4,Contribution Source Amount 4,Contribution Source Code 5,Contribution Source Amount 5,Contribution Source Code 6,Contribution Source Amount 6,Contribution Source Code 7,Contribution Source Amount 7,Contribution Source Code 8,Contribution Source Amount 8,Final Contribution Indicator ,Loan Number 1 ,Loan Repayment Amount 1 ,Loan Number 2 ,Loan Repayment Amount 2 ,Loan Number 3 ,Loan Repayment Amount 3 ,Loan Number 4 ,Loan Repayment Amount 4 ,Loan Number 5 ,Loan Repayment Amount 5 ,HR Area,HR Sub Area ,Original Date of Hire ,Adjusted Date of Hire ,Employment Status ,Employment Sub Type,Employment Status Date ,Employee Type ,Payroll Mode ,Years of Service ,Months of Service ,Annual Salary ,Cash Bonus Amount ,Per Pay Compensation ,Per Pay Hours Worked ,Year to Date Type ,Year to Date Base Compensation,Year to Date Total Compensation,Year to Date Hours Worked,HCE Flag ,Key Employee Flag ,Union Employee Flag ,Employee Plan Status ,Plan Entry Date ,Vested Date ,Alternate Vesting Start Date ,Vesting Source Code 1 ,Vesting Percentage 1 ,Vesting Source Code 2,Vesting Percentage 2,Vesting Source Code 3,Vesting Percentage 3,"Contribution Source Code
1 ",cc,Per Pay Deferral Amount Ð CS1,"Contribution Source Code
2",Deferral Percentage Ð CS2,Per Pay Deferral Amount Ð CS2,"Contribution Source Code
3",Deferral Percentage Ð CS3,Per Pay Deferral Amount Ð CS3,Plan Annual Salary,Employer Contribution Eligibility Source 1,Employer Contribution Eligibility Date 1,Employer Contribution Eligibility Source 2,Employer Contribution Eligibility Date 2,Automatic Deferral Increase Type,Automatic Deferral Increase Election Date,Automatic Deferral Increase Next Increase Date,Automatic Deferral Increase End Date,Automatic Deferral Increase Frequency,Automatic Deferral Increase Amount,Automatic Deferral Increase Amount Maximum,Automatic Deferral Increase Percentage,Automatic Deferral Increase Percentage Maximum
D,NYU Hospitals Center,13-3971298,407140,GS1,407140,GS1,407140,GS1,1,12,100000045,100000045,,Darrell,,Parker,USS Kelly, , ,FPO,AA,71149,US,U,19970212,F,M, , , , , , ,Darrell.Parker@example.org,,20190415,I,3511.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160919,20160919,T, ,20160919,P,12,3,,74190.43,,6182.54,,C,,,,N,,,E,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,4,,,-,
D,NYU School of Medicine,13-5562309,151562,GA1,151562,GA1,151562,GA1,1,12,100000046,100000046,,Christopher,,Sherman,USNV Stein, , ,FPO,AA,74586,US,U,19970607,F,Q, , , , , , ,Christopher.Sherman@example.org,,20190415,2,2709.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180409,20180409,D,U,20180409,L,12,1,,95114.58,,7926.22,,P,,,,Y,,,A,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,-,
D,NYU Hospitals Center,13-3971298,403401,GA1,403401,GA1,403401,GA1,1,12,100000047,100000047,,Aaron,,Townsend,1791 Deborah Path Apt. 455, , ,"Port Victoria,",NE,45258,US,U,19910105,M,P, , , , , , ,Aaron.Townsend@example.org,,20190415,K,4994.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,20090123,20090123,L,N,20090123,L,12,10,,71492.89,,5957.74,,C,,,,Y,,,D,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,1,,,-,
D,NYU Langone Health System,47-2613531,151576,GA1,151576,GA1,151576,GA1,1,12,100000048,100000048,,Mary,,Chan,30352 Jones Expressway,Suite 574, ,"South Christophermouth,",NV,75903,US,U,19940820,M,P, , , , , , ,Mary.Chan@example.org,,20190415,Q,291.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120227,20120227,R,E,20120227,P,12,7,,103458.96,,8621.58,,P,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,4,,,-,
D,NYU School of Medicine,13-5562309,403401,GA1,403401,GA1,403401,GA1,1,12,100000049,100000049,,Cynthia,,Munoz,1888 Kevin Fall,Suite 586, ,"East Williamport,",CA,76563,US,U,19970403,M,S, , , , , , ,Cynthia.Munoz@example.org,,20190415,G,2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160414,20160414,E,R,20160414,F,12,3,,106608.38,,8884.03,,F,,,,Y,,,E,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,4,,,-,
D,NYU School of Medicine,13-5562309,403400,GA1,403400,GA1,403400,GA1,1,12,100000050,100000050,,Mikayla,,Odonnell,47697 Jill Mission Apt. 039, , ,"Lake Megan,",NV,9030,US,U,19951129,F,Q, , , , , , ,Mikayla.Odonnell@example.org,,20190415,4,3976.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,20161214,20161214,P,N,20161214,P,12,3,,53194.34,,4432.86,,C,,,,Y,,,X,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,4,,,-,
D,NYU Langone Health System,47-2613531,403400,GA1,403400,GA1,403400,GA1,1,12,100000051,100000051,,Phillip,,Walker,32031 George Ports Apt. 861, , ,"Henryview,",PA,93779,US,U,19931007,M,P, , , , , , ,Phillip.Walker@example.org,,20190415,C,616.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,20110610,20110610,D, ,20110610,L,12,8,,111583.04,,9298.59,,F,,,,N,,,A,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,1,,,-,
D,NYU Langone Health System,47-2613531,151562,GS1,151562,GS1,151562,GS1,1,12,100000052,100000052,,Kathy,,Murphy,721 Andrew Roads Apt. 676, , ,"Garciamouth,",MS,52643,US,U,19960110,F,Q, , , , , , ,Kathy.Murphy@example.org,,20190415,2,3256.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,20150208,20150208,L,E,20150208,F,12,4,,122284.09,,10190.34,,F,,,,Y,,,N,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,1,,,-,
D,NYU Hospitals Center,13-3971298,151579,GA1,151579,GA1,151579,GA1,1,12,100000053,100000053,,Joanna,,Jackson,USNS Malone, , ,FPO,AA,92070,US,U,19900613,F,Q, , , , , , ,Joanna.Jackson@example.org,,20190415,2,714.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,20080802,20080802,D, ,20080802,T,12,11,,63513.56,,5292.8,,C,,,,Y,,,E,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,4,,,-,
D,NYU Langone Health System,47-2613531,151562,GS1,151562,GS1,151562,GS1,1,12,100000054,100000054,,James,,Hansen,99640 Vicki Rapid Apt. 100, , ,"Schneidermouth,",GA,29312,US,U,19960215,F,P, , , , , , ,James.Hansen@example.org,,20190415,I,4716.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180630,20180630,R,E,20180630,P,12,1,,103751.95,,8646,,C,,,,N,,,D,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,4,,,-,
D,NYU Hospitals Center,13-3971298,403401,GA1,403401,GA1,403401,GA1,1,12,100000055,100000055,,Jaime,,Grant,364 Michael Stream Apt. 425, , ,"Port Steven,",WA,28637,US,U,19960425,M,S, , , , , , ,Jaime.Grant@example.org,,20190415,E,1014.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140920,20140920,E,O,20140920,F,12,5,,122895.19,,10241.27,,F,,,,N,,,X,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,2,,,-,
D,NYU Langone Health System,47-2613531,407141,GA1,407141,GA1,407141,GA1,1,12,100000056,100000056,,Devin,,Moore,19132 Charles Roads, , ,"Lake Zacharystad,",LA,1579,US,U,19911126,M,M, , , , , , ,Devin.Moore@example.org,,20190415,K,7049.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140802,20140802,E,R,20140802,F,12,5,,110083.55,,9173.63,,P,,,,Y,,,A,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,4,,,-,
D,NYU School of Medicine,13-5562309,151562,GA1,151562,GA1,151562,GA1,1,12,100000057,100000057,,Nicole,,Osborn,154 Steven Harbors,Suite 785, ,"Georgeshire,",MI,80935,US,U,19911129,M,P, , , , , , ,Nicole.Osborn@example.org,,20190415,2,4725.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,20181008,20181008,T, ,20181008,L,12,1,,86590.25,,7215.85,,F,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,2,,,-,
D,NYU Hospitals Center,13-3971298,151562,GA1,151562,GA1,151562,GA1,1,12,100000058,100000058,,Jeffrey,,Smith,23868 Seth Tunnel, , ,"Lake Feliciaton,",AR,90483,US,U,19910331,M,S, , , , , , ,Jeffrey.Smith@example.org,,20190415,G,5748.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160915,20160915,L, ,20160915,T,12,3,,76126.41,,6343.87,,F,,,,N,,,E,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,1,,,-,
D,NYU School of Medicine,13-5562309,151579,GS1,151579,GS1,151579,GS1,1,12,100000059,100000059,,Latoya,,Brown,8830 Huber Common,Suite 283, ,"Robertsport,",AK,31472,US,U,19920303,M,M, , , , , , ,Latoya.Brown@example.org,,20190415,4,3450.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100613,20100613,P, ,20100613,T,12,9,,63955.71,,5329.64,,F,,,,Y,,,A,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,1,,,-,
D,NYU Hospitals Center,13-3971298,407141,GS1,407141,GS1,407141,GS1,1,12,100000060,100000060,,Michelle,,Anderson,97205 Jorge Fork, , ,"South Davidville,",LA,80271,US,U,19980313,F,S, , , , , , ,Michelle.Anderson@example.org,,20190415,G,6111.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170513,20170513,L, ,20170513,L,12,2,,139361.42,,11613.45,,F,,,,Y,,,N,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,1,,,-,
D,NYU Langone Health System,47-2613531,403400,GA1,403400,GA1,403400,GA1,1,12,100000061,100000061,,Lori,,Hudson,8355 Coleman Place,Suite 136, ,"Jacobview,",DC,92030,US,U,19920228,M,S, , , , , , ,Lori.Hudson@example.org,,20190415,G,7251.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100928,20100928,P,F,20100928,P,12,9,,92738.88,,7728.24,,C,,,,N,,,P,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,2,,,-,
D,NYU School of Medicine,13-5562309,151576,GA1,151576,GA1,151576,GA1,1,12,100000062,100000062,,Christine,,Mercer,2685 Carter Divide, , ,"West Dianaburgh,",AK,27612,US,U,19980113,M,M, , , , , , ,Christine.Mercer@example.org,,20190415,C,2389.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180325,20180325,E, ,20180325,L,12,1,,65320.23,,5443.35,,C,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,2,,,-,
D,NYU Hospitals Center,13-3971298,151562,GS1,151562,GS1,151562,GS1,1,12,100000063,100000063,,Julie,,Richards,3499 Christopher Terrace,Suite 613, ,"Port Deannaview,",PA,2341,US,U,19990809,M,P, , , , , , ,Julie.Richards@example.org,,20190415,I,1213.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180825,20180825,P, ,20180825,P,12,1,,52869.76,,4405.81,,P,,,,Y,,,X,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,4,,,-,
D,NYU Hospitals Center,13-3971298,151576,GA1,151576,GA1,151576,GA1,1,12,100000064,100000064,,Richard,,Haynes,2159 Wilson Knolls, , ,"Farmerburgh,",AZ,88600,US,U,19980213,F,S, , , , , , ,Richard.Haynes@example.org,,20190415,E,1584.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160213,20160213,R,P,20160213,T,12,3,,75347.96,,6279,,P,,,,N,,,D,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,-,
D,NYU School of Medicine,13-5562309,151576,GA1,151576,GA1,151576,GA1,1,12,100000065,100000065,,Natalie,,Pruitt,28371 Buckley Islands, , ,"Michellechester,",NE,57559,US,U,19931230,M,M, , , , , , ,Natalie.Pruitt@example.org,,20190415,Q,8397.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,20150430,20150430,E,P,20150430,T,12,4,,111566.53,,9297.21,,C,,,,N,,,P,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,2,,,-,
D,NYU Hospitals Center,13-3971298,151576,GS1,151576,GS1,151576,GS1,1,12,100000066,100000066,,Nicholas,,Bernard,563 Palmer Plains, , ,"Jeanmouth,",CT,51771,US,U,19900328,M,M, , , , , , ,Nicholas.Bernard@example.org,,20190415,I,3532.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,20091118,20091118,D, ,20091118,P,12,10,,58361.23,,4863.44,,F,,,,Y,,,X,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,1,,,-,
D,NYU Hospitals Center,13-3971298,407140,GS1,407140,GS1,407140,GS1,1,12,100000067,100000067,,Teresa,,Scott,45860 Rebecca Mountain, , ,"Port Samantha,",CO,38116,US,U,19970815,M,M, , , , , , ,Teresa.Scott@example.org,,20190415,C,597.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170910,20170910,T,U,20170910,L,12,2,,62789.8,,5232.48,,C,,,,N,,,P,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,-,
D,NYU School of Medicine,13-5562309,407141,GS1,407141,GS1,407141,GS1,1,12,100000068,100000068,,Brandon,,Davis,935 Michael Landing, , ,"Levystad,",TX,50892,US,U,19970315,F,P, , , , , , ,Brandon.Davis@example.org,,20190415,H,3577.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180130,20180130,E,R,20180130,F,12,1,,59139.4,,4928.28,,C,,,,Y,,,D,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,2,,,-,
D,NYU Langone Health System,47-2613531,403401,GA1,403401,GA1,403401,GA1,1,12,100000069,100000069,,Barbara,,Davis,0433 Martinez Mill, , ,"Alexburgh,",WA,13199,US,U,19951106,M,M, , , , , , ,Barbara.Davis@example.org,,20190415,E,2261.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130202,20130202,P,F,20130202,L,12,6,,68786.84,,5732.24,,F,,,,N,,,E,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,4,,,-,
D,NYU School of Medicine,13-5562309,403400,GA1,403400,GA1,403400,GA1,1,12,100000070,100000070,,Karen,,Bautista,45517 Anthony Overpass,Suite 198, ,"South Michael,",NC,29054,US,U,19961217,F,Q, , , , , , ,Karen.Bautista@example.org,,20190415,Q,3414.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180210,20180210,P,O,20180210,L,12,1,,101051.6,,8420.97,,P,,,,Y,,,D,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,4,,,-,
D,NYU School of Medicine,13-5562309,403400,GA1,403400,GA1,403400,GA1,1,12,100000071,100000071,,Kimberly,,Lee,582 Baker River Apt. 049, , ,"North Jennifer,",OH,11529,US,U,19920225,F,Q, , , , , , ,Kimberly.Lee@example.org,,20190415,E,5901.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160916,20160916,R,O,20160916,L,12,3,,104105.74,,8675.48,,C,,,,N,,,X,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,4,,,-,
D,NYU Hospitals Center,13-3971298,407140,GS1,407140,GS1,407140,GS1,1,12,100000072,100000072,,Angel,,Hill,4580 Angela View, , ,"Wrightmouth,",UT,70356,US,U,19901130,F,M, , , , , , ,Angel.Hill@example.org,,20190415,4,2281.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100709,20100709,T,F,20100709,F,12,9,,126440.11,,10536.68,,C,,,,N,,,A,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,1,,,-,
D,NYU Langone Health System,47-2613531,151562,GS1,151562,GS1,151562,GS1,1,12,100000073,100000073,,Adam,,Schmidt,9373 Day Trace, , ,"Blakemouth,",PA,81983,US,U,19991108,F,S, , , , , , ,Adam.Schmidt@example.org,,20190415,Q,2253.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,20181028,20181028,T, ,20181028,T,12,1,,50413.49,,4201.12,,P,,,,Y,,,P,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,-,
D,NYU Hospitals Center,13-3971298,403401,GS1,403401,GS1,403401,GS1,1,12,100000074,100000074,,Robert,,Edwards,1333 Schultz Crest Apt. 655, , ,"East Benjamin,",MT,16618,US,U,19910409,F,S, , , , , , ,Robert.Edwards@example.org,,20190415,A,426.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,20091227,20091227,D,M,20091227,F,12,10,,71962.21,,5996.85,,F,,,,N,,,P,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,2,,,-,
D,NYU Hospitals Center,13-3971298,151576,GA1,151576,GA1,151576,GA1,1,12,100000075,100000075,,Amanda,,Mcmahon,641 Eugene Parkways, , ,"Martinshire,",IL,3714,US,U,19930512,F,S, , , , , , ,Amanda.Mcmahon@example.org,,20190415,4,137.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160402,20160402,T,N,20160402,L,12,3,,76474.08,,6372.84,,F,,,,N,,,A,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,2,,,-,
D,NYU Langone Health System,47-2613531,151579,GS1,151579,GS1,151579,GS1,1,12,100000076,100000076,,Mark,,Coleman,33982 Hall Pass,Suite 227, ,"West Walterside,",WV,25711,US,U,19950329,M,Q, , , , , , ,Mark.Coleman@example.org,,20190415,I,1046.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180216,20180216,D, ,20180216,P,12,1,,60209.82,,5017.48,,P,,,,Y,,,X,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,2,,,-,
D,NYU School of Medicine,13-5562309,407140,GS1,407140,GS1,407140,GS1,1,12,100000077,100000077,,Gary,,Sanchez,967 Christopher Islands, , ,"Port Jeromefurt,",CO,36725,US,U,19970616,F,M, , , , , , ,Gary.Sanchez@example.org,,20190415,I,1425.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,20171209,20171209,P,A,20171209,T,12,2,,56402.64,,4700.22,,F,,,,Y,,,E,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,4,,,-,
D,NYU Hospitals Center,13-3971298,151579,GS1,151579,GS1,151579,GS1,1,12,100000078,100000078,,Latoya,,Williams,05335 Dennis Way,Suite 692, ,"East Victorbury,",IN,56909,US,U,19901101,M,S, , , , , , ,Latoya.Williams@example.org,,20190415,A,989.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,20161220,20161220,L,R,20161220,T,12,3,,113611.52,,9467.63,,C,,,,N,,,P,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,1,,,-,
D,NYU School of Medicine,13-5562309,151579,GA1,151579,GA1,151579,GA1,1,12,100000079,100000079,,Jacob,,Henry,54557 Michael Groves, , ,"West Andrewmouth,",PA,69829,US,U,19900302,F,S, , , , , , ,Jacob.Henry@example.org,,20190415,I,5271,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180204,20180204,E, ,20180204,P,12,1,,102504.12,,8542.01,,F,,,,Y,,,E,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,1,,,-,
D,NYU Hospitals Center,13-3971298,403400,GA1,403400,GA1,403400,GA1,1,12,100000080,100000080,,Jennifer,,Leach,762 Smith Haven Apt. 947, , ,"Copelandfurt,",CO,546,US,U,19960821,F,P, , , , , , ,Jennifer.Leach@example.org,,20190415,C,8421.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170813,20170813,L, ,20170813,T,12,2,,129623.96,,10802,,P,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,-,
D,NYU Langone Health System,47-2613531,403400,GA1,403400,GA1,403400,GA1,1,12,100000081,100000081,,Brandy,,Ellison,24172 Eric Rapid, , ,"Walkerland,",NV,37313,US,U,19940202,F,Q, , , , , , ,Brandy.Ellison@example.org,,20190415,E,3854.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,20181109,20181109,L, ,20181109,F,12,1,,107247.45,,8937.29,,P,,,,N,,,D,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,4,,,-,
D,NYU Langone Health System,47-2613531,403401,GA1,403401,GA1,403401,GA1,1,12,100000082,100000082,,Christopher,,Miles,285 Patel Streets,Suite 766, ,"South Susanville,",NE,67152,US,U,19911215,M,M, , , , , , ,Christopher.Miles@example.org,,20190415,K,1620.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131008,20131008,R,P,20131008,F,12,6,,108502.31,,9041.86,,F,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,4,,,-,
D,NYU Langone Health System,47-2613531,407141,GS1,407141,GS1,407141,GS1,1,12,100000083,100000083,,Nathan,,Moran,496 Ryan Lodge,Suite 851, ,"Sueton,",TX,7336,US,U,19970413,M,P, , , , , , ,Nathan.Moran@example.org,,20190415,I,7841.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,20150907,20150907,R, ,20150907,L,12,4,,130578.23,,10881.52,,P,,,,N,,,E,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,4,,,-,
D,NYU Langone Health System,47-2613531,403401,GS1,403401,GS1,403401,GS1,1,12,100000084,100000084,,Valerie,,Mathews,"PSC 2666,",Apt 1672, ,APO,AP,3635,US,U,19900524,F,P, , , , , , ,Valerie.Mathews@example.org,,20190415,B,5484.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180805,20180805,D, ,20180805,F,12,1,,116971.54,,9747.63,,F,,,,N,,,E,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,2,,,-,
D,NYU Langone Health System,47-2613531,407141,GS1,407141,GS1,407141,GS1,1,12,100000085,100000085,,Michael,,Robbins,158 Victoria Ranch Apt. 387, , ,"West Maryberg,",WA,90987,US,U,19940901,M,S, , , , , , ,Michael.Robbins@example.org,,20190415,Q,1798.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,20161029,20161029,T, ,20161029,T,12,3,,50778.95,,4231.58,,C,,,,Y,,,X,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,4,,,-,
D,NYU School of Medicine,13-5562309,403401,GA1,403401,GA1,403401,GA1,1,12,100000086,100000086,,Lisa,,Peck,47555 Nicholson Flat, , ,"Brandonbury,",CO,44644,US,U,19930315,M,S, , , , , , ,Lisa.Peck@example.org,,20190415,A,9116.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,20121102,20121102,E,A,20121102,F,12,7,,117522.38,,9793.53,,F,,,,Y,,,D,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,4,,,-,
D,NYU Hospitals Center,13-3971298,407140,GA1,407140,GA1,407140,GA1,1,12,100000087,100000087,,Erica,,Reed,855 Stewart Stravenue Apt. 575, , ,"New Robert,",MA,48042,US,U,19900925,M,P, , , , , , ,Erica.Reed@example.org,,20190415,I,477.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170328,20170328,R,A,20170328,P,12,2,,79474.23,,6622.85,,C,,,,N,,,A,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,4,,,-,
D,NYU School of Medicine,13-5562309,151562,GS1,151562,GS1,151562,GS1,1,12,100000088,100000088,,Jennifer,,Chang,447 Michael Stravenue,Suite 071, ,"New Meagan,",KY,1295,US,U,19961004,F,P, , , , , , ,Jennifer.Chang@example.org,,20190415,G,3395.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,20150926,20150926,L, ,20150926,P,12,4,,117401.68,,9783.47,,F,,,,Y,,,A,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,-,
D,NYU Langone Health System,47-2613531,403401,GA1,403401,GA1,403401,GA1,1,12,100000089,100000089,,Kimberly,,Compton,4517 Poole Run,Suite 393, ,"West Michaelchester,",OR,30418,US,U,19950529,F,P, , , , , , ,Kimberly.Compton@example.org,,20190415,C,6594.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170825,20170825,T,M,20170825,F,12,2,,120237.34,,10019.78,,P,,,,N,,,E,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,-,
D,NYU Hospitals Center,13-3971298,407140,GS1,407140,GS1,407140,GS1,1,12,100000090,100000090,,Anthony,,Perez,7332 Rios Spring,Suite 206, ,"Amberstad,",AR,63480,US,U,19910319,M,Q, , , , , , ,Anthony.Perez@example.org,,20190415,I,479.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,20171014,20171014,P, ,20171014,P,12,2,,60916.26,,5076.36,,C,,,,Y,,,P,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,2,,,-,
D,NYU Hospitals Center,13-3971298,403401,GA1,403401,GA1,403401,GA1,1,12,100000091,100000091,,Timothy,,Peters,USCGC Vega, , ,FPO,AA,44551,US,U,19971103,F,Q, , , , , , ,Timothy.Peters@example.org,,20190415,H,2667.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,20161107,20161107,R,R,20161107,T,12,3,,136704.05,,11392,,F,,,,Y,,,A,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,1,,,-,
D,NYU School of Medicine,13-5562309,407140,GA1,407140,GA1,407140,GA1,1,12,100000092,100000092,,Crystal,,Rogers,77485 Albert Unions, , ,"Joshuabury,",ME,6307,US,U,19940714,M,M, , , , , , ,Crystal.Rogers@example.org,,20190415,B,6552.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180513,20180513,L,P,20180513,T,12,1,,125179.77,,10431.65,,F,,,,Y,,,P,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,4,,,-,
D,NYU Hospitals Center,13-3971298,151579,GS1,151579,GS1,151579,GS1,1,12,100000093,100000093,,Brian,,Garcia,4464 Michelle Brook,Suite 057, ,"Penaland,",OH,46452,US,U,19950902,F,S, , , , , , ,Brian.Garcia@example.org,,20190415,E,1911.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160817,20160817,P,P,20160817,P,12,3,,83587.19,,6965.6,,C,,,,N,,,D,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,4,,,-,
D,NYU Hospitals Center,13-3971298,151562,GS1,151562,GS1,151562,GS1,1,12,100000094,100000094,,Laurie,,Mckenzie,17446 Dennis Lakes, , ,"Anthonyton,",SD,88467,US,U,19930306,M,S, , , , , , ,Laurie.Mckenzie@example.org,,20190415,4,8931.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160318,20160318,L,P,20160318,L,12,3,,121298.29,,10108.19,,P,,,,N,,,D,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,4,,,-,
